example_id                                                                         | status  | run_time        |
./spec/unit/core/domain/actuator_spec.rb[1:1:2]                                    | passed  | 0.00119 seconds |
./spec/unit/core/domain/actuator_spec.rb[1:1:3]                                    | passed  | 0.00125 seconds |
./spec/unit/core/domain/actuator_spec.rb[1:2:1]                                    | passed  | 0.00119 seconds |
./spec/unit/core/domain/actuator_spec.rb[1:3:1]                                    | passed  | 0.00104 seconds |
./spec/unit/core/domain/actuator_spec.rb[1:4:1]                                    | passed  | 0.00093 seconds |
./spec/unit/core/domain/actuator_spec.rb[1:4:2]                                    | passed  | 0.00108 seconds |
./spec/unit/core/domain/actuator_spec.rb[1:5:1]                                    | passed  | 0.00097 seconds |
./spec/unit/core/domain/actuator_spec.rb[1:5:2]                                    | passed  | 0.00094 seconds |
./spec/unit/core/domain/actuator_spec.rb[1:5:3]                                    | passed  | 0.00096 seconds |
./spec/unit/core/domain/actuator_spec.rb[1:6:1]                                    | passed  | 0.0013 seconds  |
./spec/unit/core/domain/actuator_spec.rb[1:6:2]                                    | passed  | 0.005 seconds   |
./spec/unit/core/domain/alert_spec.rb[1:1:1:1]                                     | passed  | 0.0019 seconds  |
./spec/unit/core/domain/alert_spec.rb[1:1:2:1]                                     | passed  | 0.00244 seconds |
./spec/unit/core/domain/alert_spec.rb[1:1:3:1:1]                                   | passed  | 0.00192 seconds |
./spec/unit/core/domain/alert_spec.rb[1:1:3:2:1]                                   | passed  | 0.00155 seconds |
./spec/unit/core/domain/alert_spec.rb[1:1:3:3:1]                                   | passed  | 0.00155 seconds |
./spec/unit/core/domain/alert_spec.rb[1:1:4:1:1]                                   | passed  | 0.00184 seconds |
./spec/unit/core/domain/alert_spec.rb[1:1:4:2:1]                                   | passed  | 0.00193 seconds |
./spec/unit/core/domain/alert_spec.rb[1:1:4:3:1]                                   | passed  | 0.00181 seconds |
./spec/unit/core/domain/alert_spec.rb[1:1:5:1]                                     | passed  | 0.00173 seconds |
./spec/unit/core/domain/alert_spec.rb[1:2:1]                                       | passed  | 0.00158 seconds |
./spec/unit/core/domain/alert_spec.rb[1:2:2]                                       | passed  | 0.00147 seconds |
./spec/unit/core/domain/alert_spec.rb[1:3:1]                                       | passed  | 0.00191 seconds |
./spec/unit/core/domain/alert_spec.rb[1:4:1]                                       | passed  | 0.0024 seconds  |
./spec/unit/core/domain/alert_spec.rb[1:4:2:1:1]                                   | passed  | 0.00202 seconds |
./spec/unit/core/domain/alert_spec.rb[1:4:2:2:1]                                   | passed  | 0.00173 seconds |
./spec/unit/core/domain/alert_spec.rb[1:4:2:3:1]                                   | passed  | 0.00198 seconds |
./spec/unit/core/domain/alert_spec.rb[1:4:3:1:1]                                   | passed  | 0.0018 seconds  |
